paper_id,title,actual_decision,predicted_decision,quality_score,accept_probability,modify_probability,reject_probability,suggestions
m0RbqrUM26,StyleTTS 2: Towards Human-Level Text-to-Speech through Style Diffusion and Adversarial Training with Large Speech Language Models,Accept (poster),Modify,54.4,0.2072,0.6114,0.1813,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
Eq9AFZlAjt,Unbounded Differentially Private Quantile and Maximum Estimation,Accept (poster),Modify,49.5,0.1255,0.6726,0.2019,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
6f320HfMeS,Conformalized matrix completion,Accept (poster),Modify,53.3,0.2331,0.545,0.2219,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
b5R8mbqo9Q,A Heavy-Tailed Algebra for Probabilistic Programming,Accept (poster),Modify,58.6,0.2452,0.6197,0.1351,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
Poj71ASubN,What Knowledge Gets Distilled in Knowledge Distillation?,Accept (poster),Modify,54.4,0.209,0.6083,0.1827,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
dpdbbN7AKr,Large-Scale Distributed Learning via Private On-Device LSH,Accept (poster),Modify,56.6,0.1238,0.8042,0.072,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
kMueEV8Eyy,Abide by the law and follow the flow: conservation laws for gradient flows,Accept (oral),Accept,81.1,0.6312,0.3265,0.0423,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
q3fA5tTod3,Brain Dissection: fMRI-trained Networks Reveal Spatial Selectivity in the Processing of Natural Images,Accept (poster),Modify,61.5,0.2924,0.5861,0.1215,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
7yjsYrajlt,The Target-Charging Technique for Privacy Analysis across Interactive Computations,Accept (poster),Accept,73.6,0.5046,0.4214,0.074,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
sC4RbbVKbu,"SutraNets: Sub-series Autoregressive Networks for Long-Sequence, Probabilistic Forecasting",Accept (poster),Modify,48.0,0.128,0.6399,0.2321,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
2doqt9r0r0,Efficient Online Clustering with Moving Costs,Accept (spotlight),Modify,50.3,0.1545,0.6343,0.2111,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
DnVjDRLwVu,On the Implicit Bias of Linear Equivariant Steerable Networks,Accept (poster),Accept,68.7,0.4579,0.416,0.1261,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
ajnThDhuq6,Improving Robustness with Adaptive Weight Decay,Accept (poster),Modify,39.6,0.047,0.6352,0.3178,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
pJbEXBBN88,Adversarial Examples Exist in Two-Layer ReLU Networks for Low Dimensional Linear Subspaces,Accept (poster),Modify,69.9,0.4121,0.5216,0.0663,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
C8JdyM7B8I,Towards Label-free Scene Understanding by Vision Foundation Models,Accept (poster),Modify,39.1,0.0376,0.643,0.3194,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
pO7d6iFdnc,ESSEN: Improving Evolution State Estimation for Temporal Networks using Von Neumann Entropy,Accept (poster),Modify,60.2,0.1881,0.7528,0.0591,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
STrXsSIEiq,Learning Robust Statistics for Simulation-based Inference under Model Misspecification,Accept (poster),Modify,50.1,0.1417,0.6529,0.2054,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
1h92PmnKov,Momentum Provably Improves Error Feedback!,Accept (poster),Modify,47.9,0.0754,0.7335,0.191,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
cBIPcZKFdw,Strategic Apple Tasting,Accept (poster),Modify,69.6,0.4278,0.4879,0.0843,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
iAcEmyhwk2,Sharp Bounds for Generalized Causal Sensitivity Analysis,Accept (poster),Modify,53.2,0.0613,0.8554,0.0833,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
EUiIbwV379,Better Private Linear Regression Through Better Private Feature Selection,Accept (poster),Modify,49.5,0.1111,0.6973,0.1916,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
7eHn64wOVy,Random-Access Infinite Context Length for Transformers,Accept (poster),Reject,31.1,0.0603,0.4557,0.484,"Major revision needed before submission; strengthen evidence and contribution framing. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
e0tt2G8hqf,Aligning Gradient and Hessian for Neural Signed Distance Function,Accept (poster),Modify,45.3,0.1347,0.5795,0.2859,"Revise before submission; focus on the highest-risk reviewer concerns. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
eT1QOsssRB,Strategyproof Voting under Correlated Beliefs,Accept (poster),Accept,97.5,0.9439,0.0557,0.0003,"Paper looks submission-ready; polish clarity and check reviewer-risk areas. Add a focused Introduction with problem, gap, and contribution. Clarify the method/approach enough for a reviewer to reproduce the idea. Add or strengthen the Experiments/Evaluation section. Show concrete results and analysis, not only claims."
