paper_id,conference,split,title,actual_label,predicted_decision,accept_probability,reject_probability,xai_focus,suggestion_1,suggestion_2,suggestion_3,suggestions
1502.04156,arxiv.cs.lg_2007-2017,train,Towards Biologically Plausible Deep Learning,Reject,Modify,0.5196,0.4804,Conclusion Word Count: 511.0; Sentence complexity: 24.147; Novelty framing: 18.0,Improve this paper aspect before submission.,Improve readability by simplifying long sentences.,Make the novelty and contribution claims more explicit.,Improve this paper aspect before submission. Improve readability by simplifying long sentences. Make the novelty and contribution claims more explicit. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1502.0439,arxiv.cs.lg_2007-2017,train,RMSProp and equilibrated adaptive learning rates for non-convex optimization,Accept,Modify,0.607,0.393,Title Word Count: 9.0; Has Related Work: 0.0; Novelty framing: 18.0,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Find and fix the strongest negative reviewer concern.,Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1502.04623,arxiv.cs.lg_2007-2017,train,DRAW: A Recurrent Neural Network For Image Generation,Accept,Modify,0.5661,0.4339,Has Related Work: 0.0; Paper length: 3638.0; Title Word Count: 8.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Find and fix the strongest negative reviewer concern. Improve readability by simplifying long sentences."
1502.04681,arxiv.cs.lg_2007-2017,train,Unsupervised Learning of Video Representations using LSTMs,Accept,Modify,0.5685,0.4315,Conclusion Word Count: 200.0; Novelty framing: 19.0; Lowest recommendation: 0.0,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Find and fix the strongest negative reviewer concern.,Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1502.05477,arxiv.cs.lg_2007-2017,train,Trust Region Policy Optimization,Accept,Modify,0.5953,0.4047,Has Conclusion: 0.0; Multi Author: 0.0; Author Count: 1.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Improve readability by simplifying long sentences.,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Improve readability by simplifying long sentences. Address reviewer concerns that lowered recommendation scores.
1502.05556,arxiv.cs.lg_2007-2017,train,Just Sort It! A Simple and Effective Approach to Active Preference Learning,Accept,Modify,0.6129,0.3871,Title Word Count: 12.0; Conclusion Word Count: 143.0; Lowest recommendation: 0.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Improve related-work coverage with precise citations.,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Improve related-work coverage with precise citations. Address reviewer concerns that lowered recommendation scores.
1502.05696,arxiv.cs.lg_2007-2017,train,Approval Voting and Incentives in Crowdsourcing,Accept,Accept,0.7125,0.2875,Has Conclusion: 0.0; Limitation discussion: 2.0; Has Related Work: 0.0,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.",Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Add limitations, failure cases, and future work. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores. Add implementation details, code/data notes, and hyperparameters."
1502.05925,arxiv.cs.lg_2007-2017,train,Feature-Budgeted Random Forest,Accept,Modify,0.6306,0.3694,Conclusion Word Count: 76.0; Has Related Work: 0.0; Novelty framing: 21.0,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores. Add limitations, failure cases, and future work."
1502.06464,arxiv.cs.lg_2007-2017,train,Rectified Factor Networks,Accept,Accept,0.7494,0.2506,Conclusion Word Count: 182.0; Citation coverage: 71.0; Novelty framing: 54.0,Improve this paper aspect before submission.,Improve related-work coverage with precise citations.,Make the novelty and contribution claims more explicit.,Improve this paper aspect before submission. Improve related-work coverage with precise citations. Make the novelty and contribution claims more explicit. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1502.06531,arxiv.cs.lg_2007-2017,train,Scalable Variational Inference in Log-supermodular Models,Accept,Accept,0.6588,0.3412,Conclusion Word Count: 217.0; Has Related Work: 0.0; Lowest recommendation: 0.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1502.06665,arxiv.cs.lg_2007-2017,train,Reified Context Models,Accept,Accept,0.7107,0.2893,Has Conclusion: 0.0; Lowest recommendation: 0.0; Author Count: 2.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1502.06668,arxiv.cs.lg_2007-2017,train,Learning Fast-Mixing Models for Structured Prediction,Accept,Accept,0.6904,0.3096,Has Conclusion: 0.0; Has Related Work: 0.0; Lowest recommendation: 0.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1503.00075,arxiv.cs.lg_2007-2017,train,Improved Semantic Representations From Tree-Structured Long Short-Term Memory Networks,Accept,Modify,0.6254,0.3746,Title Word Count: 9.0; Conclusion Word Count: 81.0; Lowest recommendation: 0.0,Improve this paper aspect before submission.,Find and fix the strongest negative reviewer concern.,Address reviewer concerns that lowered recommendation scores.,"Improve this paper aspect before submission. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Add implementation details, code/data notes, and hyperparameters."
1503.00332,arxiv.cs.lg_2007-2017,train,JUMP-Means: Small-Variance Asymptotics for  Markov Jump Processes,Accept,Accept,0.6516,0.3484,Has Related Work: 0.0; Conclusion Word Count: 68.0; Novelty framing: 19.0,Improve this paper aspect before submission.,Make the novelty and contribution claims more explicit.,Find and fix the strongest negative reviewer concern.,Improve this paper aspect before submission. Make the novelty and contribution claims more explicit. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores.
1503.00693,arxiv.cs.lg_2007-2017,train,Bayesian Optimization of Text Representations,Accept,Modify,0.534,0.466,Conclusion Word Count: 99.0; Has Related Work: 0.0; Paper length: 3635.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores."
1503.00841,arxiv.cs.lg_2007-2017,train,Robustly Leveraging Prior Knowledge in Text Classification,Reject,Modify,0.55,0.45,Has Conclusion: 0.0; Paper length: 3551.0; Novelty framing: 21.0,Improve this paper aspect before submission.,"Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear.",Make the novelty and contribution claims more explicit.,"Improve this paper aspect before submission. Expand or tighten the manuscript so the contribution, method, evidence, and limitations are clear. Make the novelty and contribution claims more explicit. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores."
1503.01007,arxiv.cs.lg_2007-2017,train,Inferring Algorithmic Patterns with Stack-Augmented Recurrent Nets,Accept,Modify,0.4708,0.5292,Conclusion Word Count: 185.0; Limitation discussion: 4.0; Lowest recommendation: 0.0,Improve this paper aspect before submission.,"Add limitations, failure cases, and future work.",Find and fix the strongest negative reviewer concern.,"Improve this paper aspect before submission. Add limitations, failure cases, and future work. Find and fix the strongest negative reviewer concern. Address reviewer concerns that lowered recommendation scores."
1503.01161,arxiv.cs.lg_2007-2017,train,The Bayesian Case Model: A Generative Approach for Case-Based Reasoning and Prototype Classification,Accept,Reject,0.3436,0.6564,Title Word Count: 13.0; Has Experiments: 0.0; Experiment detail: 0.0,Improve this paper aspect before submission.,"Strengthen experiments with datasets, metrics, and comparisons.",Improve related-work coverage with precise citations.,"Improve this paper aspect before submission. Strengthen experiments with datasets, metrics, and comparisons. Improve related-work coverage with precise citations. Find and fix the strongest negative reviewer concern."
